WR Doc ID,Water Quantity,Latitude,Longitude,Color
2180363,0.0,46.78628,-123.02388,red
2271286,0.0,47.35068,-122.17608,red
2047350,0.0,46.20501,-119.08617,red
2264537,0.0,48.11517,-122.10877,red
2106686,0.0,47.92543,-117.35835,red
2191139,0.0,47.03113,-122.36858,red
2184475,0.0,46.30775,-122.75156,red
2268642,0.0,48.75332,-122.36635,red
2136961,179520.0,47.68413,-117.32792,red
2110316,0.0,47.89618,-118.8831,red
2188127,0.0,45.64344,-122.36268,red
2195467,0.0,45.77499,-121.51734,red
2063427,4488.0,48.74771,-119.00089,red
2047396,4488.0,48.40272,-119.57112,red
2060178,15.0,46.2512,-119.92615,red
2067219,4.9368,48.89335,-119.76657,red
2184004,0.0,47.22093,-122.5158,red
2099101,0.0,47.42775,-118.28217,red
2190158,0.0,46.94513,-122.55845,red
2160706,0.0,45.67211,-122.50587,red
2134747,116.688,46.07304,-118.2759,blue
2228139,4488.0,48.86745,-121.66319,red
2276780,44.88,47.29885,-122.25777,red
2274980,4.488,48.71016,-122.43295,red
2037982,10.0,48.74884,-119.41837,red
2091116,89.76,47.98375,-117.76801,red
2113471,15.0,46.24695,-119.12497,red
6800013,1200.0,47.63985,-118.73471,red
2264655,0.0,48.05738,-122.15157,red
2037803,600.0,46.83335,-120.68726,red
2159366,0.0,48.02005,-122.70244,red
2110912,0.0,48.3017,-118.05114,red
2054894,0.0,46.44088,-120.46951,red
2118184,40.0,47.52026,-117.4521,red
2230890,0.0,48.99778,-122.45183,red
2089146,8.976,48.1126,-117.77683,red
2189294,0.0,46.75753,-123.23557,red
2129740,0.0,46.0567,-118.56528,red
2261271,0.0,47.62857,-122.51044,red
2268201,0.0,48.00014,-122.00052,red
6221511,72.93,47.08233,-120.69032,red
2215270,60.0,46.96158,-122.83117,red
2074985,0.0,48.47589,-120.1763,red
2049157,10.0,48.34426,-119.70076,red
2144495,150.0,46.84172,-119.66507,red
2053880,0.0,47.852,-119.75983,red
2151948,179520.0,45.76117,-121.61967,red
2109613,0.0,47.21242,-119.80004,red
2202505,0.0,47.36772,-122.98246,red
2246676,0.0,47.78495,-122.32463,red
2127474,448.8,47.87667,-117.71099,red
2258311,0.0,48.05733,-122.1088,red
2136057,5.8344,46.02566,-118.41751,red
2246763,0.0,47.51212,-122.62064,red
2116187,3.0,47.60459,-117.74738,red
2201245,0.0,47.35264,-122.57863,red
2033468,35.904,47.98493,-118.92142,red
2043555,12.0,46.2512,-119.884,red
2121378,0.0,46.21918,-119.06562,red
2206537,8.976,45.62378,-122.05609,red
2048458,0.0,47.06602,-120.48813,red
2204365,0.0,45.70047,-122.60992,red
2186585,0.0,47.25083,-122.96092,red
2173966,0.0,48.05062,-123.09154,red
2185862,0.0,47.30846,-122.87609,red
2105607,0.0,46.24885,-119.14855,red
2056011,4488.0,48.57535,-119.36001,red
2102003,0.0,48.57642,-117.85764,red
2270391,0.0,47.44003,-122.51382,red
2151378,244596.0,45.67256,-122.13614,red
2178380,0.0,47.32316,-122.7889,red
2137910,55.0,46.21348,-118.91675,red
2193143,0.0,47.35332,-122.94016,red
2074608,5.0,47.5751,-120.63596,red
6804839,1.0,46.0508,-118.7426,red
2279951,35.0,48.31084,-122.65775,red
2246657,0.0,47.40853,-122.21775,red
2122877,0.0,47.23581,-119.83471,red
2150982,8.976,46.22103,-122.87576,red
2266028,0.0,47.4806,-122.06889,red
2276565,67.32,47.66305,-122.74844,red
2046170,0.0,46.23625,-119.75827,red
2273478,8.976,48.66706,-122.41135,red
2095368,0.0,48.73359,-118.73801,red
5525745,8.976,47.49484,-123.31698,red
2176438,0.0,47.10558,-122.39209,red
2149285,13.464,45.81612,-121.91195,red
2104675,2.244,46.00814,-117.40765,blue
2106618,0.0,47.73718,-117.50752,red
2094859,2200.0,47.0645,-119.01329,red
2068419,4488.0,48.80683,-119.33054,red
2139885,115.0,46.56586,-120.73348,red
2275085,15.708000000000002,47.38167,-122.51396,red
2087865,224.4,47.38536,-120.31305,red
2171624,0.0,45.71553,-122.52673,red
2134322,224.4,46.05485,-118.3434,blue
4260700,455.0,48.98065,-122.42671,red
2147125,20.0,47.00026,-122.22497,red
2063285,60.0,46.68731,-120.56265,red
4167411,33.0,47.84758,-122.60905,red
6268941,8.976,46.66689,-117.37916,blue
2271139,0.0,48.04421,-122.49645,red
2149073,89.76,46.48129,-122.77205,red
2207258,8.976,46.54263,-121.97999,red
2150271,40.0,48.10887,-123.13485,red
2253760,0.0,47.46592,-122.02605,red
2249499,0.0,48.02706,-122.38659,red
4710323,0.0,47.22373,-120.91281,red
2219758,90.0,46.9016,-122.51794,red
2123407,0.33,47.72436,-117.44053,red
2111726,40.0,47.25918,-119.67424,red
2106967,0.6944,48.20105,-117.72624,red
2062764,0.0,46.3095,-119.94727,red
2042118,10.0,48.31589,-120.04664,red
2173708,0.0,46.53952,-122.772,red
2037906,500.0,46.41156,-120.38592,red
2201504,0.0,45.94568,-122.52489,red
2185943,0.0,46.71367,-122.98189,red
2245858,0.0,48.26093,-121.89019,red
2242021,0.0,47.637,-121.89635,red
2035014,500.0,45.93439,-121.06153,red
2089580,1000.0,47.18191,-119.7388,red
2227006,199.716,47.62262,-121.96007,red
2035570,4.488,48.69062,-119.26478,red
2247693,0.0,47.39416,-122.13343,red
2240575,0.0,47.71169,-122.24028,red
2168976,13.0,45.70158,-121.8898,red
2073636,0.0,46.59921,-120.45646,red
2169325,0.0,46.95956,-122.53722,red
2172751,0.0,45.75767,-122.69244,red
2089606,280.0,47.08568,-119.60371,red
2171518,0.0,47.03242,-122.83378,red
2070671,0.0,46.59898,-120.43544,red
2172384,0.0,45.8462,-122.44506,red
2242960,0.0,48.3193,-122.04275,red
2250999,0.0,47.70093,-122.55335,red
2083300,180.0,48.64784,-119.54913,red
2072993,8.976,47.29679,-120.35629,red
6561164,115.0,46.04449,-118.66117,red
2124265,30.0,47.14041,-119.32347,red
2268685,0.0,48.18835,-122.15112,red
2099102,200.0,47.75115,-117.05847,red
2283084,49.368,47.58634,-120.25013,red
2105030,1500.0,46.92267,-119.0627,red
2108005,60.0,48.016175,-117.43123,red
2247729,0.0,48.08721,-122.56133,red
5358516,156.0,46.04142,-118.72929,red
2107210,3.5904000000000003,46.06023,-117.28703,blue
2170699,0.0,47.49868,-122.8113,red
2221010,300.0,47.05106,-122.21827,red
2285286,120.0,47.50511,-121.8041,red
2146829,8.976,46.6498,-118.51691,red
2147937,13.464,46.26464,-122.83483,red
2050840,0.0,46.46965,-120.38568,red
2199430,11.0,45.81575,-122.69266,red
2089077,60.0,47.76743,-117.39781,red
2150798,35.0,46.97439,-122.85495,red
2206746,20.196,46.54889,-122.27088,red
2046406,120.0,48.38811,-119.59268,red
2180248,0.0,48.1088,-123.22188,red
2115016,0.0,47.57282,-117.4435,red
2128071,15.0,47.00145,-117.15479,red
2278453,13.0,47.62841,-122.7246,red
2189365,0.0,46.84395,-122.98096,red
2133817,300.696,46.272,-118.16637,blue
2101243,0.0,47.57306,-118.49636,red
2233940,0.0,47.56738,-122.23764,red
2248119,0.0,47.35095,-121.88023,red
2236145,0.0,48.33382,-122.15031,red
6559089,1600.0,47.09927,-119.04213,red
2257387,0.0,48.87009,-122.58431,red
2240318,0.0,47.72534,-122.11021,red
2113659,0.0,48.02633,-117.61876,red
2059725,15.0,48.9666,-119.44063,red
2081071,325.0,46.53135,-120.83913,red
2067628,0.0,46.93306,-121.05826,red
2187468,0.0,47.30822,-122.79091,red
4285042,200.0,47.23025,-119.30406,red
2032830,43.0848,48.2755,-120.08167,red
2267601,0.0,47.81363,-121.57433,red
2184446,0.0,46.94553,-122.96071,red
2135521,44.88,48.84386,-117.61545,red
2153180,22440.0,46.92981,-123.68697,red
2136745,1234.2,48.38883,-117.38123,red
2188133,0.0,47.32269,-122.62128,red
2284186,4.488,48.66671,-122.36728,red
2235071,0.0,47.82759,-121.83029,red
2151576,244596.0,45.67256,-122.13614,red
2043705,45.0,46.68652,-120.47712,red
6574784,0.0,47.95444,-119.86218,red
2139236,2500.0,47.077675,-119.67397,red
2176378,0.0,47.45461,-122.98295,red
2234888,0.0,47.94152,-122.00172,red
6800906,40.4,47.41781,-122.30005,red
2284232,448.8,47.376125,-121.964265,red
2187035,0.0,47.06049,-123.08524,red
2128308,50.0,46.23142,-117.9525,blue
2190837,0.0,46.2777,-123.45165,red
2140201,50.0,46.65247,-120.55949,red
2055059,897.6,48.22086,-119.42558,red
2089537,400.0,47.12582,-119.56626,red
2128674,5.0,48.1148,-117.61926,red
2056778,0.0,47.22678,-121.18554,red
2113605,0.0,48.24495,-117.25169,red
2216463,26.0,47.65741,-122.93833,red
2199093,0.0,47.26475,-122.62157,red
2137004,0.0,48.77934,-117.42181,red
2256080,0.0,47.48305,-122.64242,red
2234657,0.0,48.88455,-122.64958,red
2093704,22440000.0,46.64298,-119.90578,red
2169388,0.0,45.72898,-122.67194,red
4226073,0.0,47.95174,-117.5557,red
2261711,0.0,48.68343,-122.92535,red
2123847,10.0,46.78217,-117.08542,blue
2202648,0.0,47.81715,-122.87536,red
2209891,62.83200000000001,46.53061,-122.59279,red
2190957,0.0,47.32316,-122.7889,red
2120027,0.0,47.91082,-117.33683,red
2152506,448800.0,46.78497,-123.84917,red
4413480,120.0,46.04183,-118.50282,red
2077727,179.52,47.32409,-120.36388,red
2255052,0.0,47.63856,-122.0895,red
2045307,12.0,46.19092,-119.10688,red
2212081,67.32,46.65566,-122.98295,red
2150191,360.0,46.52524,-122.91814,red
2222620,1166.88,46.62681,-122.87668,red
2206892,8.976,46.98041,-123.02196,red
2190279,0.0,45.60001,-122.34249,red
2268959,0.0,47.87105,-121.80997,red
2248323,0.0,47.59957,-122.6829,red
2102819,0.0,47.70739,-118.51653,red
2112857,10.0,47.60419,-117.46481,red
2245079,0.0,48.69709,-123.02032,red
2142717,110.0,48.34261,-117.73144,red
4199783,50.0,47.0758,-122.77005,red
2140459,20.0,46.02196,-118.39151,blue
2090105,179.52,48.72218,-118.0329,red
2242639,0.0,47.3365,-122.15496,red
2252593,0.0,47.55066,-121.89811,red
2242048,0.0,47.98549,-122.06571,red
2100681,0.0,46.23782,-117.77279,blue
2112630,0.0,48.04147,-117.74655,red
2230496,0.0,47.70122,-122.63856,red
2252518,0.0,48.0999,-122.17337,red
2187969,0.0,45.69028,-122.5623,red
2238876,0.0,48.29037,-122.34668,red
2062073,0.0,46.38217,-120.30417,red
2140578,30.0,45.93498,-119.63186,red
2187661,0.0,46.55391,-122.73004,red
2147115,1300.0,45.75851,-122.58916,red
2200041,0.0,46.97439,-122.85495,red
2104553,130.0,47.35642,-119.32521,red
2036914,67320.0,47.41523,-120.31376,red
4261771,3600.0,47.0815,-119.50295,red
2271251,0.0,48.54362,-123.15679,red
2187888,0.0,47.06115,-122.749,red
2254929,0.0,47.42267,-122.02639,red
2176903,0.0,45.77374,-122.44501,red
2120668,0.0,48.6077,-117.55499,red
2260007,0.0,48.40639,-122.36802,red
2045045,0.0,47.02255,-120.44467,red
2055104,0.0,46.94798,-120.52826,red
2171191,0.0,45.65779,-122.42432,red
2201400,0.0,47.27918,-122.76973,red
2190865,0.0,46.26428,-122.93793,red
2247897,0.0,47.72993,-122.61735,red
2051222,0.0,46.96371,-120.80434,red
2241344,0.0,48.7531,-122.34452,red
2279417,1000.0,47.61104,-122.03277,red
2121498,10.0,47.04694,-118.15945,red
2244801,0.0,47.65761,-122.76716,red
2251905,0.0,48.08595,-122.1731,red
2240111,0.0,47.26464,-122.32445,red
2100603,0.0,48.82092,-118.14018,red
2063357,2244.0,47.48715,-120.3136,red
2224351,4.488,48.47871,-122.12717,red
2105306,0.0,46.31681,-117.9598,blue
2126985,15.0,48.5818,-117.93359,red
2210732,8.976,46.95987,-122.64344,red
2056409,12.0,46.33825,-120.00965,red
2104612,9.963360000000002,48.6325,-117.79311,red
2269464,0.0,47.78765,-122.68144,red
2265994,0.0,47.27888,-122.04885,red
2033840,6732.0,46.03664,-121.18693,red
2044968,0.0,47.00863,-120.33686,red
2116193,0.0,47.65055,-118.04443,red
2075045,0.0,46.99209,-120.54981,red
2279745,55.0,48.21554,-122.62363,red
2199782,0.0,47.25007,-122.34651,red
6726434,400.0,45.65662,-121.18982,red
2158321,0.0,45.68643,-122.52672,red
2277864,22.44,47.49052,-122.28902,red
2278752,300.0,47.59435,-122.70695,red
2162230,0.0,46.94524,-122.64347,red
2217217,10.0,45.70995,-121.77578,red
2252609,0.0,47.46882,-122.57825,red
2097112,0.0,46.55514,-119.18489,red
2232582,0.0,48.37738,-122.21596,red
2052233,0.02,46.88982,-120.30798,red
2066242,897.6,45.94719,-120.48006,red
2244626,0.0,47.88559,-121.80994,red
2222856,1390.0,48.12325,-123.13475,red
2182092,0.0,46.86413,-124.05474,red
2203630,0.0,46.69893,-122.89779,red
2032440,22.44,47.85363,-120.83448,red
2250818,0.0,47.44855,-121.74846,red
2113350,0.0,48.05357,-117.29544,red
2066431,8.976,47.80803,-120.10428,red
2126232,1.0,47.77973,-117.10021,red
6804903,136.88400000000001,47.9058,-120.209895,red
2238214,0.0,47.77343,-122.59599,red
2058769,0.0,46.90496,-120.8132,red
2033610,632.808,46.54214,-120.4487,red
2089811,300.0,47.13475,-118.37378,red
2204527,0.0,45.64748,-122.62164,red
2102458,0.0,48.63654,-117.53281,red
2238473,0.0,47.79856,-122.21757,red
2181071,0.0,45.67157,-122.6097,red
2087703,34647.36,48.22859,-120.11978,red
2239553,0.0,48.97182,-122.71478,red
2056118,20.0,47.33955,-120.75662,red
2109573,134.64,48.53207,-118.22786,red
2114393,0.0,47.67886,-117.22898,red
2057753,15.0,46.67264,-120.56239,red
2108172,0.0,47.02775,-117.24386,red
2179456,0.0,45.65705,-122.60953,red
2114130,0.0,48.55918,-118.15424,red
2076003,4.488,48.63193,-119.19839,red
2108239,0.0,46.05668,-118.37834,blue
2146367,50.0,46.72813,-118.05337,blue
2157612,0.0,46.97531,-123.04591,red
2208044,8.976,47.06049,-123.08524,red
2033710,4.488,48.40265,-119.54949,red
2263173,0.0,48.26112,-122.34672,red
2277903,673.2,48.46925,-122.1249,red
2163386,0.0,45.803,-122.46583,red
2126322,0.0,48.27196,-117.36786,red
2112665,0.0,47.44367,-118.92463,red
2207992,8.976,46.55196,-122.29691,red
2083195,450.0,48.62975,-119.4613,red
2240967,0.0,48.8117,-122.56267,red
2068357,20.0,48.37446,-120.242,red
2229083,40.0,47.34523,-121.94639,red
2214159,429.9504,46.97422,-122.72796,red
2228561,30.0,48.88458,-122.60578,red
4690872,270.0,47.0473,-122.27666,red
2150609,70.0,46.97348,-123.87091,red
2234124,0.0,47.65761,-122.70352,red
2239224,448.8,48.63283,-122.9965,red
2037168,0.0,47.34106,-120.229,red
2113273,0.0,47.55797,-117.31457,red
2211753,134.64,48.09607,-123.24071,red
2270004,0.0,47.36515,-121.98436,red
2041962,0.0,46.1759,-119.04422,red
2055204,0.0,46.97908,-120.31552,red
2111588,0.0,48.12801,-117.57549,red
2171529,0.0,46.09041,-122.81554,red
2183809,0.0,46.59738,-122.52109,red
2133075,4.488,46.13991,-118.40405,blue
2092525,30.0,46.3168,-118.00184,blue
2051172,0.0,46.39733,-120.53371,red
2152212,179520.0,45.76117,-121.61967,red
2035854,2993.496,45.61481,-121.18764,red
2134822,62.83200000000001,45.94936,-118.3221,blue
2265450,0.0,47.87174,-121.74538,red
2192683,0.0,47.35277,-122.79058,red
2080100,7082.064,47.87798,-120.13237,red
4214378,300.696,46.67468,-120.70768,red
2152450,11220.0,47.25121,-123.08707,red
2043783,0.0,47.02127,-120.55041,red
2266285,0.0,47.49761,-122.59952,red
2130901,8.976,48.65487,-118.145135,red
2080781,155.0,47.37518,-120.1624,red
2160708,0.0,45.75809,-122.63075,red
2262553,0.0,47.45098,-121.9833,red
2225764,4.488,48.6238,-122.36861,red
2126542,14.810400000000001,46.45124,-117.1811,blue
2081902,50.0,46.3179,-119.51201,red
2210864,8.976,47.391,-122.99641,red
2226533,125.0,47.22099,-122.0909,red
2214018,4.488,46.88477,-122.84718,red
2056213,0.0,46.27936,-119.48383,red
2098782,0.0,46.5366,-118.06254,blue
2034034,673.2,48.90886,-119.44058,red
2048556,0.0,46.2514,-119.77888,red
2060339,5.0,46.41156,-120.38592,red
2227331,448.8,47.75451,-122.17475,red
2052470,16.0,48.85086,-119.39654,red
2234146,0.0,47.48301,-122.51378,red
2034485,50.0,46.71631,-120.5206,red
2064410,897.6,48.4892,-119.74413,red
2041891,0.0,46.33836,-120.03049,red
2042562,13464.0,48.49046,-120.17629,red
2063490,0.0,46.2948,-119.94673,red
2033373,26.928,48.35972,-120.35054,red
2113517,0.0,46.33148,-117.83339,blue
2166703,0.0,46.45274,-121.89602,red
2116686,0.0,48.51807,-117.64329,red
2164407,0.0,45.90343,-122.71219,red
2257615,0.0,47.85682,-121.70197,red
2248426,0.0,47.65753,-122.78855,red
2206303,8.976,47.06049,-123.08524,red
2094378,350.0,48.12911,-118.18292,red
2117579,0.0,46.04212,-118.29396,blue
2228855,360.0,48.0439,-122.53986,red
4726629,180.0,46.99426,-122.99984,red
2075919,4.488,45.84089,-120.93412,red
2167540,0.0,46.53957,-122.33621,red
2067374,0.0,46.19092,-119.10688,red
2133005,444.312,48.03956,-119.55774,red
2231759,0.0,47.78262,-122.49528,red
2182931,0.0,47.11944,-122.4291,red
2167332,0.0,46.93086,-122.83381,red
2040133,0.0,46.57074,-120.52005,red
2075706,8.976,45.98531,-120.81912,red
2075658,224.4,45.85881,-120.75263,red
2193289,0.0,46.19209,-122.91844,red
2217969,116.0,47.0758,-122.77005,red
2253736,0.0,47.36536,-121.88019,red
2282866,50.0,48.15727,-122.13263,red
4169281,58.344,47.31127,-120.3774,red
2236719,0.0,48.86928,-122.36455,red
2144694,5000.0,46.37444,-118.95964,red
2061620,25.0,45.83169,-120.87449,red
2111081,10.0,47.55981,-117.31726,red
2265916,0.0,48.88447,-122.43136,red
2242613,0.0,48.26104,-121.93419,red
2048478,0.0,46.57074,-120.52005,red
2161271,0.0,46.98873,-122.76779,red
2275326,8.976,47.17562,-121.9816,red
2235350,0.0,48.5519,-122.36751,red
2180431,0.0,47.1047,-122.45329,red
4542847,50.0,48.30692,-117.86978,red
4194199,310.0,47.369,-122.59711,red
2242856,0.0,47.41076,-122.55714,red
2041871,15.0,48.90915,-119.41878,red
6802183,1000.0,47.14704,-118.69483,red
2119317,0.0,48.02469,-117.29533,red
2262077,0.0,47.42518,-122.68445,red
2081382,50.0,46.5406,-120.47226,red
2106917,15.0,46.25435,-119.1563,red
2143832,8.976,48.57818,-117.33761,red
2222394,40.0,46.82924,-123.06521,red
2204120,0.0,47.20743,-122.32737,red
2096706,0.0,48.0554,-117.61945,red
2166591,10.0,45.73178,-121.53814,red
2093811,0.0,48.41656,-118.16059,red
2035392,8.976,48.8214,-119.39659,red
2070810,0.0,46.57074,-120.52005,red
2283782,2250.0,47.80794,-119.26636,red
2195045,0.0,45.64376,-122.39892,red
2207153,8.976,46.66471,-122.94767,red
2277462,13.464,47.81052,-122.15657,red
2144199,500.0,48.3175,-117.74175,red
2045251,4488.0,48.93759,-119.44034,red
2137870,10.0,48.76225,-118.64779,red
2214230,89.76,47.00798,-123.46847,red
2201139,0.0,46.5683,-122.68821,red
2260700,0.0,47.49756,-122.62094,red
2247082,0.0,47.65768,-122.63944,red
2041032,30.0,46.29495,-120.05172,red
2155688,0.0,47.00258,-123.50136,red
2187117,0.0,46.787,-124.08956,red
2209458,287.232,46.75789,-124.0719,red
2209289,44.88,47.21894,-122.29491,red
2103484,0.0,47.18222,-119.88586,red
2147971,31.416000000000004,46.80062,-123.29814,red
2231037,0.0,48.30381,-121.52272,red
2060894,13.0,46.46975,-120.42775,red
2114161,5.0,47.13299,-119.31822,red
2221331,179.52,46.84214,-122.18236,red
2064475,0.0,47.06526,-120.67698,red
2186256,0.0,47.09045,-122.79128,red
2264791,0.0,48.31878,-122.69108,red
2188470,0.0,46.92985,-122.2223,red
2248465,0.0,47.37961,-122.00566,red
2229560,0.0,47.91382,-121.91655,red
2158801,0.0,47.07597,-122.83372,red
2200024,0.0,48.10885,-123.20013,red
2228305,4.488,47.76997,-122.28132,red
2109709,0.0,48.44527,-117.90061,red
2202291,0.0,48.09424,-123.1784,red
2117651,0.0,47.92542,-117.44396,red
2080532,20.0,48.37611,-120.19049,red
2141511,96.0,46.12739,-118.25483,blue
2268183,0.0,48.39182,-122.2812,red
2263070,0.0,47.78765,-122.68144,red
2162528,0.0,45.61996,-122.57459,red
2059838,0.0,46.19333,-119.82021,red
2259803,0.0,48.31815,-122.53935,red
2237067,0.0,48.34737,-122.62591,red
2096471,0.0,48.48861,-117.98985,red
2156487,0.0,47.03223,-122.79136,red
2049789,0.0,46.55601,-120.40671,red
2230290,0.0,47.73,-122.6387,red
2215922,30.0,47.25038,-122.17651,red
2074083,10.0,46.84835,-120.95926,red
2280864,150.0,48.20253,-122.12789,red
2036664,300.696,48.1573,-119.67649,red
2153127,0.0,46.81425,-122.49761,red
4326057,90.0,46.94529,-122.60093,red
4225978,0.0,47.94148,-117.35049,red
2176338,0.0,45.5708,-122.21824,red
6800839,8.976,48.29742,-117.12128,red
6799194,22.41,48.37364,-120.02447,red
2210972,4.488,47.3683,-123.00451,red
2271048,0.0,48.9136,-122.64939,red
2253917,0.0,47.36511,-122.04836,red
2217288,58.0,45.720965,-122.45019,red
2049076,0.0,48.6905,-119.67978,red
2210584,13.464,46.283235,-123.467145,red
2063065,0.0,46.2512,-119.92615,red
2034984,3060.0,46.1946,-119.35858,red
2236971,0.0,47.64299,-122.61821,red
2274655,112.2,48.26744,-121.67333,red
2037125,0.0,45.90393,-119.69692,red
2089147,30.5,47.80895,-117.5078,red
2182523,0.0,46.72917,-122.98178,red
2075069,0.0,47.70708,-119.9751,red
2045362,13.0,48.96594,-119.19741,red
2224301,30.0,48.31868,-122.66931,red
2108196,0.0,47.77964,-117.12255,red
2153084,448.8,47.22076,-122.36755,red
2079546,897.6,46.0139,-121.27896,red
2053391,0.0,47.54332,-120.12262,red
2186769,0.0,46.54901,-122.83567,red
2193318,0.0,47.00346,-122.87616,red
2182723,0.0,46.79995,-122.81326,red
2115066,20.0,47.54715,-117.96704,red
2167185,0.0,45.81738,-122.46575,red
2042335,0.0,46.33889,-120.24143,red
2164421,0.0,45.85957,-122.56872,red
2198219,0.0,47.19194,-122.15492,red
2237544,0.0,47.70122,-122.63856,red
2145129,500.0,47.13285,-119.28631,red
6799470,1200.0,47.79264,-117.39205,red
2054118,0.0,47.85139,-120.10438,red
2094524,250.0,47.03775,-119.54609,red
2080316,9.0,48.69609,-119.43718,red
2276462,4.488,47.55415,-122.08144,red
2147583,17.952,48.09418,-123.28626,red
2207106,53.856,46.8633,-122.4729,red
2050465,0.0,46.96278,-120.56997,red
2272278,0.8976000000000001,48.66135,-123.18489,red
2191651,0.0,47.26552,-123.0261,red
2086407,175.0,47.92392,-119.88827,red
2033117,220.0,45.73105,-121.12444,red
2240096,0.0,47.92766,-122.00197,red
2131803,8.976,47.77973,-117.10021,red
2051750,0.0,48.90821,-119.6145,red
6045389,7.0,47.1861,-120.73575,red
2245037,0.0,48.69596,-122.91167,red
2195776,0.0,46.2498,-122.9172,red
2270242,0.0,48.57237,-123.15911,red
2113194,0.0,47.76535,-117.10111,red
2172231,0.0,46.51197,-124.04381,red
6799881,650.0,47.05836,-118.95045,red
2036824,6732.0,48.34557,-119.31103,red
2172334,0.0,47.27918,-122.76973,red
2169335,0.0,46.97377,-123.56466,red
4259852,0.36,47.74794,-120.21154,red
2129209,9.963360000000002,48.78201,-118.57921,red
2272651,5.8344,48.41544,-122.29455,red
2120863,0.0,46.00316,-118.23142,blue
2142092,100.0,47.79451,-117.35755,red
User defined,1,46.284029445005906,-117.43436176488837,Green
